word,phonotactic_probability,log_phonotactic_probability
aibfnzrk,2.148648112671833e-34,-77.52305430222985
glpinuxvma,4.681667399453465e-50,-113.58560032129157
dinvukmx,5.696780762100132e-35,-78.85057701807752
alnufxk15m,1.3849485098252686e-55,-126.31651715274576
admiflut1,6.91311748174552e-55,-124.70875942353214
afnurmjvie,7.851929916378223e-58,-131.48917604285614
crmeu5nxi,6.89313290540861e-49,-110.89614387177653
bais0mn,5.354785815306793e-38,-85.82024282781552
dlinwrmx,2.2135252170962772e-28,-63.677796238299585
animfrv,1.821083941493805e-33,-75.38587617274823
andfiem,1.6219829081438965e-38,-87.01458411565521
lyinedam,2.7465856151399876e-42,-95.69821535998302
drivajn4fm,2.764175941062378e-47,-107.20475681233177
aemc14,6.324820113519449e-45,-101.7718475910732
alrubxn5k,1.6663997838788555e-48,-110.01341898244301
gneditmr,5.719986423265159e-35,-78.84651182295775
glifuknm9,3.412064949606918e-45,-102.38901151964285
alfei85tnmv,5.65786640784365e-61,-138.72464381123382
aldunexm,1.720329500887901e-44,-100.77122824897623
corinfvu,7.66243617062855e-45,-101.57999921360184
elpiv48xd,4.98696331247849e-53,-120.43018275877904
antixmv9,8.382463389500484e-46,-103.79277244586913
betsvx8,8.21716944014247e-35,-78.48425245537334
afvui5n4,1.6493761790490187e-58,-133.04953825053352
anzucxif9v,3.0818430123530367e-58,-132.42440759499337
anv91xuk,9.974896303362413e-51,-115.13176817562733
aleidukn,7.784784811912013e-50,-113.07708348617125
rodexifk4,4.896055728582381e-56,-127.35633528004942
advcuinm8,1.8479235553848282e-54,-123.72553241544833
devplu5mx,4.936666374869083e-44,-99.71705381123463
depmiral,5.6680802972220455e-43,-97.27630851025123
antui4ke,3.5718618229128035e-56,-127.6716782287956
cdftz4unvr,1.7855299929357457e-36,-82.31334806181458
medtlf5ni,6.395369008544726e-46,-104.06334014169471
chilanvd,1.6515723206174215e-33,-75.48358031304625
noviumlt,1.1337970320205591e-39,-89.67524642159064
aniev9lr5,5.486148538964051e-62,-141.05804929747686
afrecvnul,1.5824427231417956e-46,-105.45994459725216
avcubek,1.4267396482339986e-42,-96.3531820308285
adn9rev,1.3165527319745158e-42,-96.43355715192675
adinerukm,5.013731307712587e-55,-125.02999970478226
adrmlfn,3.277493322951679e-24,-54.07496333244169
artnukfi,5.649442995285915e-45,-101.88477222933867
atwi54ndl,1.328888072070647e-47,-107.93715681419663
adelvukn,3.1314790023874075e-43,-97.86965358107214
livuxkqf,1.2742572278737831e-36,-82.65069990530648
devaul418n,8.171439136364244e-64,-145.2648009093776
edlitrvf,1.1677186201739235e-36,-82.7380113997878
cnzseild,3.8156370518985464e-31,-70.04103024593874
mdhfvne,2.5811474114685545e-29,-65.82673366363092
hizuev45dm,1.402919424266701e-57,-130.90879493221823
amdeinfr,6.459444407947169e-41,-92.54044550362174
aiwu18n,2.0571417967798124e-50,-114.40793710763003
anrufe8m9,1.9128050308455216e-61,-139.80911990538337
inpaclu1m,7.947050373312265e-52,-117.66162399809478
agfitnm4ld,9.061202971927959e-48,-108.32008257411508
abnm5iluq,5.220239135643789e-53,-120.38446671641317
animexfu,1.1300069737932222e-54,-124.21737121747483
abflr4u,8.511628853856833e-42,-94.56714057679665
klrunfm,7.969061372599744e-24,-53.18647551605318
bfnuvalrx,1.2753811529969684e-38,-87.25498845631103
cnvir84,9.221615134975415e-39,-87.57926842721182
rydetkqn9,3.752957073440805e-42,-95.38602982359455
aenuibcvt,5.2053028113049566e-52,-118.08474695831183
anilmx,1.3893107662304637e-32,-73.3539152032747
kemarfji,4.514527065599077e-45,-102.10902875072512
nei5mvla,8.204878463006136e-49,-110.72194064482846
arhivlufm,1.974333148333092e-46,-105.23868358280203
alziu9f,8.061826215457409e-45,-101.52918907627817
alfu9rnki,2.5033776605932802e-52,-118.81678395144496
abnesmlu,4.5321718640082665e-46,-104.40771301294745
amc4zvxrf,6.174467221981185e-42,-94.8881513067993
mlinefdu9,5.668412323717812e-53,-120.3021008636095
aersl5vnd,6.693188548368585e-42,-94.80748353104829
elnmrxdf4,2.2356702953382062e-41,-93.60144772122516
aetimfur,2.222652449716538e-50,-114.33055336985059
almedunkt,1.1880943336135192e-44,-101.14139346855141
alnicemu,2.760413516581408e-54,-123.3242145283237
adnperu,1.2088648488226799e-43,-98.8214772209343
cez8xfnkl,1.03895352493356e-36,-82.85484936724305
gniz5fr,2.393041987349973e-31,-70.5075725281384
dlfbein,1.3201019881041415e-29,-66.49725869949847
anwu91f,2.257747884991866e-45,-102.80196137936066
ageinrfmzu,4.74272012801473e-55,-125.08556927689426
ainsk4m,6.477574668494261e-38,-85.62988737302298
apecifut,1.2282346816904005e-51,-117.22626182236195
atbliumfn1,8.969125333952678e-56,-126.75097704650048
anivrkl,2.598967438546518e-32,-72.72760874868318
anixmv8kd,4.461922810859915e-48,-109.02850466707807
alekinxumf,2.4771955856663016e-58,-132.64280828555965
adns1ilfv,6.241520826559963e-45,-101.78510530984103
alfibwunvm,1.5894118841708238e-48,-110.06072040007537
alzeux54rni,5.486931184284788e-72,-164.08375757916508
rodief1u,2.6986900551678368e-55,-125.64941362414538
litvfx4dnma,5.114662651068111e-55,-125.01006867031427
bepia5x,3.3889996106662465e-44,-100.0932093139947
ardf2iem9,2.1955975714950773e-58,-132.7634811420397
alzu5ikne,1.250346536431556e-58,-133.3265146516161
iofnlxka,2.7570536988134095e-43,-97.99699638962923
andevimk,8.396691502752982e-43,-96.88332123920124
azdriel4,2.1679369708360675e-50,-114.35547863904009
afeviw5nm,2.056658751573665e-53,-121.31592722794815
aptilxne45,7.600486566068668e-62,-140.73206349853672
arfie54v8,2.6023220606136184e-64,-146.4090418049322
cinvaltu4,7.602660337660487e-51,-115.40334151222629
apdivm4jn,7.00123999027207e-48,-108.57799718887914
deigrnlu,5.8496054163345416e-40,-90.33702951099215
dievafmn94,2.9813518284112923e-60,-137.06272874829102
edifylun,1.0599233078909128e-44,-101.2555475372778
afnisz15,6.959273753329596e-54,-122.39951989856252
alenjb4z9,1.3636424965322656e-56,-128.63460578191584
aftsimpvxn,1.2024974431766835e-40,-91.9190031230227
dgniftexl,6.186819376461873e-37,-83.37322731869904
a1difue,1.6658839240293057e-54,-123.82923915381292
apimbluvt,3.3709677699148805e-45,-102.40112930951223
apnfvwrdk,2.7311190954384105e-33,-74.98059661853395
abnvx4lf,1.645397564538541e-38,-87.0002514981859
anilkeutdf,8.492345886924777e-56,-126.80559993374067
aflvxi,1.0913033283526993e-33,-75.89793537277416
alnum5xi,1.9733247776904363e-55,-125.96246029008395
adnlemu,1.7933748765065135e-43,-98.42705974816849
alternik,1.4082881054271531e-43,-98.66878414160821
atresfk9,4.6873941887907506e-45,-102.07145236674828
derscnzu,3.205148975006647e-33,-74.82054949744978
arnbv8u4fm,3.598662247285354e-52,-118.45386265726424
ivnpart9,4.227738505920492e-45,-102.1746619668107
atbreliqnf,6.262847919472107e-48,-108.68944944284286
arlwn4f,1.1910700515458368e-35,-80.41562614872927
anzui5fv,2.2325796186261412e-48,-109.72092676714324
aetcivykfn,3.658212861665933e-48,-109.2271097247152
andectufr,6.76973364770441e-44,-99.4012823486152
rifdnm,3.3553678413822334e-23,-51.74889573469315
alcenkitx,4.849030026530513e-47,-106.64272068030212
kmzilnex,6.335612314007043e-35,-78.74429178996607
aperinmd4,7.01510770561306e-56,-126.99669914061445
elimnr1d,1.3758228688250804e-44,-100.9946920895647
izneu549ft,3.8105887276601784e-63,-143.72507715972793
albeiwun,1.1062193641950353e-48,-110.42313624014068
jobeizarl,6.886384820726413e-50,-113.1997084018388
apezirvndm,2.1082223413933507e-47,-107.47565427055885
cradinel,9.528128159137209e-42,-94.45432562299632
aldenit,3.0304660513628834e-41,-93.29727239273151
adbenr4ilv,1.479816242819849e-54,-123.94767710186782
trail1epm,3.3488763191852277e-48,-109.31545960125436
agentbr8dx,3.5240291220631794e-47,-106.96189439875778
goitr5j,5.355212749833677e-37,-83.5175780084752
idetunk,6.70008240456278e-42,-94.80645408024016
abmuikvrf1,2.280751142922881e-56,-128.1202603703061
aticmnfuv,2.3432901202284903e-46,-105.06735830161145
abflmevi,8.827768157139639e-45,-101.43842695890041
alevubk5,9.457630057520111e-54,-122.09277319246155
adzinkuxf,8.010372566260339e-47,-106.14076209807982
admul89vx,1.2859041890646282e-53,-121.78554780870465
dinvuxl8ra,9.413963366933781e-57,-129.00515624902832
afiu1nx5,1.0377417516793832e-57,-131.21030334101448
aglefu4q,8.647344134633743e-49,-110.66941731936832
avrminl4,7.484395443231715e-45,-101.60350893922978
aplin1xm5,7.391563650798126e-56,-126.944425904994
editlv5kan,1.7167502255981804e-55,-126.10174701474384
aimzru,5.608922302568456e-39,-88.07646002861628
alnvteirum,5.725627942366701e-56,-127.19981297998494
admicune,9.033709859184238e-54,-122.13863190150107
abmuift,3.891070639889163e-39,-88.44213427824263
difulnk1,9.699675243690303e-44,-99.04165168682107
amifvz15t,7.130514091447401e-53,-120.07262659427019
agecnzjt,7.939971588324183e-37,-83.12373874382375
adbeinf9z,1.2356697240256835e-50,-114.91764153994615
edvisnzkfl,1.1891513754082977e-38,-87.32499361095738
elvpi84u9a,9.198276155994387e-72,-163.5671106034215
dfpamunq91,7.543808894731143e-55,-124.62145290174982
admiure49w,3.961188896355296e-68,-155.19924211703528
aveinbrfm,1.4195940882916968e-42,-96.3582029283163
adenl15m,2.2989443768684095e-50,-114.29680459870353
alefnvk5zim,4.217832856450368e-60,-136.71578412462773
agincumtr,9.203180169985941e-46,-103.6993651827508
hndlizmk4,2.739453008844544e-38,-86.4904752651114
gilv1xm4a,9.437879184916756e-52,-117.48969354338814
adcefv4rui5,2.3066982258526188e-73,-167.25289462596945
finel548q9,2.3635712600908543e-68,-155.71561260255905
afhilermn,2.5369288266654403e-46,-104.98796005163514
anvul9x5i,1.625950821030184e-62,-142.2741830003315
amib5w1lr,1.186478660109759e-54,-124.16860521052617
atmpriv,7.979731675684785e-32,-71.60581818951397
moenudiz,8.947645759018995e-48,-108.33269400971452
anteuxfm9,6.55290628086476e-54,-122.4596863634379
apierx4l,1.9178825621643076e-50,-114.4780329044356
albcenit,1.8169612787959498e-44,-100.71657861306511
atdcrmef,8.007850977702797e-36,-80.81264091512385
anextlvi9,2.583636204201942e-52,-118.7852270475291
adeprifn,6.776942930637424e-43,-97.09763289366168
doaevlnf9,8.923023723914241e-49,-110.63803468505631
dnzim5tvu,1.941379326331932e-45,-102.95293047133796
alin9zvru,8.633357565859655e-57,-129.09171681377083
dinmaup,1.4386737627950487e-38,-87.13451184262412
albenzdk,2.697233451911261e-34,-77.2956665615376
anviurqf,1.6626287928860596e-41,-93.89758885280345
adnufim,4.740780215241242e-42,-95.15237218121685
afnxm05rz9,7.12786752619217e-56,-126.98075310266063
aendivux9,3.160542581602616e-61,-139.30694695673844
arefi51m9,3.985733534376179e-67,-152.89047986142734
aldicrk8nq,3.81748235615639e-46,-104.57932314145812
cprenivafl,5.272697520671363e-45,-101.95378708963122
aleirx,5.99086782160226e-38,-85.70799725374253
etdinap,1.883691724081661e-43,-98.37792546438514
adlunrie,2.74625380838144e-51,-116.4216020112236
altivqn,9.004341385815788e-34,-76.09018632456558
almsx45,1.052762476878989e-40,-92.05198608007044
adicu42k,6.695097173957877e-56,-127.0433897142213
anivrkf,5.963347926978489e-34,-76.50226110571855
ahnsmikr,1.1498894034667414e-35,-80.45081248793964
admvixlr,5.011452923637219e-38,-85.8865076560022
amiu8nfd,9.806808944647986e-48,-108.24100752902248
amlun41,1.5810492823937637e-49,-112.36858082730717
dnaeriu,1.266766858634051e-45,-103.37986131087436
anicex4dfmrt,1.6687420446243285e-62,-142.2482056897421
avm9f4r,1.4179687491633751e-42,-96.35934851655465
beniuwrv1,4.560521483370526e-53,-120.5195729513085
ahrunmxe,6.637188231134835e-48,-108.63139604907644
andriv54,5.260949467586892e-49,-111.16635803910228
flmni8ta,5.191308684370033e-41,-92.75900299237921
anzis5ur18e,8.243247674983407e-77,-175.18965775895754
bdncier,2.3813578825137308e-30,-68.2098819259621
cdnyui4rf,7.712152899622604e-40,-90.06060633645424
alivef5dn,1.5217795312061586e-53,-121.61712953439825
anruviet,1.3760031354716539e-49,-112.50748653851389
avieuw4n,1.902294985000796e-54,-123.69653397757196
aniuzrkt,2.5319464050329916e-41,-93.47700047574655
plfdien41,2.481922401965619e-49,-111.9176361347314
advisen1xur,7.930200637229376e-69,-156.8076930802247
afrizvkne,2.69569348838425e-48,-109.5324289683796
ajeurb1,5.720125501941616e-48,-108.7800937176643
dfe5mi1n,1.367744920829324e-45,-103.30316584429985
areimn4dk9,9.179527959027816e-65,-147.45105526188786
gleifxnma,1.8107037461912682e-44,-100.72002851197689
nzmave1,5.326242375938302e-38,-85.82558753935544
enatix4v9d,1.068480105640455e-65,-149.60179386796997
nfermuq9,2.9677183947576147e-43,-97.92336555841277
amendfixvt,1.1012783624433184e-49,-112.73019790399904
agni95q4m,7.38805447205076e-58,-131.5500709583006
airuvlk54,9.517019054373637e-59,-133.59943881141973
dfh5lw4a,1.0739783494350409e-41,-94.3346189756852
adviex5un,1.5036100047355309e-58,-133.14206650711446
artdnbe,8.946993894363466e-35,-78.39916065664914
pfinexd,1.360284031293342e-33,-75.67761454432173
itelbrfn,1.0227829219357047e-34,-78.26536589486645
lift28aw,4.686402767418318e-48,-108.97941917610189
birnutk5,1.0477797699383418e-43,-98.96448557811689
ardnf4m5tiu,8.180233189381323e-65,-147.5663103871453
agzimnrf,4.9242300818501124e-36,-81.29889541394053
aric1en,9.362513728630706e-48,-108.28737064852953
avedzuln,7.051868893020494e-43,-97.05786632584167
ip5ul8ef1v,4.432080764486671e-68,-155.08691715128217
domalke9t,3.1830757040912875e-50,-113.97140671780477
limsezan,1.0918237005844768e-42,-96.62072448781228
aleniw4k,3.446173253147564e-52,-118.49716042225312
ariumxkln,1.1887630518553296e-43,-98.83824568444805
drbcne52t,1.4912389292592482e-39,-89.40121135616468
holidxnmrjf,2.0074718044492486e-43,-98.31428287711005
toridvuan,1.945266091661267e-50,-114.46385587393718
apeilmut,3.901469874758178e-49,-111.46531618361456
livdek5nzt,9.846425300613692e-47,-105.93439089504852
aptifev,2.913371833259237e-41,-93.33667769676632
afintrulpm5q,4.7534883262152244e-59,-134.2936417536641
dtcanivmu9,9.547910814624888e-56,-126.68844283997251
aeznixp,1.048724092505052e-40,-92.05582944448098
baldeif,3.168755006833079e-37,-84.04230967235792
anviwul,8.052514933916377e-41,-92.32000435596544
hefnv85u,1.3593274239804418e-46,-105.61192424149482
consdef4,4.802632199814119e-43,-97.44199485617145
ajfcikn1,7.094702768321192e-47,-106.26215095410461
aifernuv,1.275798804768609e-49,-112.58309706073152
adhun5iek,6.3070968643526344e-58,-131.7082599078617
conauxi2t4,1.3008877092889607e-69,-158.6153245318607
apdev8l9,6.514113067241955e-54,-122.46562395740031
admernxu,7.967030659887043e-46,-103.84360241897491
mylief5va,6.833861849494708e-52,-117.81253489737651
retpin4,1.6187626084889133e-42,-96.22691187028664
jinaxtl,1.5985581652195697e-31,-70.91103580658427
anizkef,4.056368438328108e-43,-97.61087089872849
adnibumexr,7.864573391254971e-59,-133.79015219302661
ad4si8xlr,7.567472451981222e-54,-122.31573590007777
adveuln9i4,1.6842026946648555e-67,-153.75190895702133
an4ub5vi,5.394097873646981e-59,-134.16721511718532
abfsrkvi,2.802350532393839e-38,-86.46777499290042
dezcmunv,4.586697517026085e-35,-79.06731798488133
idemflnx9,4.452877359690245e-48,-109.03053397880706
alcmierk,5.213748947539504e-41,-92.75468964808935
blnm98v15,1.6577978420902646e-48,-110.01859434321048
ithfancmr,1.4994936374079922e-40,-91.69827624370629
hdlinru2a,1.954925642533232e-51,-116.76148758449219
aplinwe8m,3.8070910486007473e-51,-116.09497434947984
agvie49k,1.2559442292259903e-54,-124.11170735810082
adminu5k8f,6.543229789467021e-63,-143.18442996345988
arbduxl9,4.638391878990235e-46,-104.38454654936373
trifaz5d9,5.304959416549298e-53,-120.36836780668557
aedulrint,2.0978287294052425e-51,-116.69093687122842
anceifqtdur,3.1590921459916925e-57,-130.0970656099113
alrinve,2.3096685349038935e-43,-98.17405497588973
chisedvn8f,2.8208290979128614e-47,-107.18446852262944
benfumvd4,4.517036832755564e-46,-104.41105806683504
mrnafpie4k,3.162727080382913e-51,-116.28040508714683
anmpri48d,1.4853278850352878e-47,-107.82586382483422
arcefnlb,1.8328452082916887e-36,-82.28719382968887
aifunmp8rx,2.6431118501088648e-53,-121.06505297458243
aemcinrl,4.925332352716149e-42,-95.11418215061772
afriveku,3.2778108822381585e-52,-118.54724905006594
arcel5uq9,1.6779763032942985e-61,-139.94010218668535
anfezqutm,1.8947486360495962e-46,-105.27982809387407
adnexflrti,3.6801476323474997e-50,-113.8263017808404
blvui4xr,2.3299041796767131e-38,-86.65240639164404
aeviu48mtkq,1.173818863694647e-67,-154.11293881096734
avtiumf54,5.691449334419885e-60,-136.41614064787237
ronaiv5e4,1.8463160151501444e-63,-144.44966854805665
aincvlumb,2.0463709797593154e-44,-100.59767612111452
aef54uld,6.123606548682144e-52,-117.92227360739813
aequnif,2.0968420108794528e-48,-109.78365205517655
batinkv9mf,2.0267224318136347e-47,-107.51507944809121
pat8n4i,1.006938244407197e-47,-108.2145850851729
ipearf2,1.4222222046533352e-48,-110.17186388247796
advmn9li,8.216645523842776e-47,-106.11533733206602
alfbrmv,6.75124369495524e-26,-57.95748567882842
arcfe5ml4,3.318618349508093e-53,-120.83746139216126
aviecnu98f,5.623119873821337e-66,-150.2437294900427
gotadv5nl,2.3409784306389424e-44,-100.46317511700985
alruw4q,4.984135858355575e-42,-95.10231386573669
aitun5er,1.0069670230017286e-56,-128.93782234223028
adenlfvikum,3.468652815076444e-60,-136.91133929879788
aetn984i2,8.213064887576933e-69,-156.7726452512685
anivlx1ed,1.4046815466016296e-52,-119.39461421581834
nzmirul,1.8729736331261417e-31,-70.75261053680111
demin5la,2.013880754226123e-52,-119.03436125157484
aliemnv8rd,2.5915996964215666e-53,-121.08473460023015
anviu845f,3.475408793755112e-61,-139.21197856204822
adniszv5u,3.172225623697653e-56,-127.79033177663237
aelcnvf,5.541980629209103e-33,-74.27295611763965
cdnsrwl,8.311315819400846e-18,-39.32891373587537
diapfelv,4.959645424257172e-40,-90.50206946862524
agfv2kin,8.905971554691333e-46,-103.73219226478056
afminqk1,3.8131896209071925e-47,-106.88303336097181
hdmalx,3.827553606700215e-24,-53.91981637773592
cdnulftr,2.7144922775994013e-25,-56.56602239536218
afidmej,1.8135748919405032e-41,-93.81068883696094
andibetfp,1.3913817362196833e-46,-105.58861696949452
chmievfu,5.476654112943558e-44,-99.61324974057925
dirstnuml,5.274712573999443e-35,-78.92755406525535
airseumv,8.356839943998703e-49,-110.7035891981999
aficevn,1.7623751448554565e-41,-93.83932639935917
dlfn24m1i,2.185133479433519e-49,-112.04499264104095
arcef5mtu,9.848850746600947e-56,-126.65741043476166
alreunkvm,5.203651057327953e-46,-104.26955377210493
berlasm8xin,1.5417535303149725e-57,-130.8144298759635
admiu524,2.332067615270841e-60,-137.3083503170333
artivmlq5n,5.141534418434902e-48,-108.8867329038095
antu8ifv9,2.035048168099212e-59,-135.14200099820664
armefun,8.284335582346241e-41,-92.29162236034406
tive05al4,1.3972371650658723e-63,-144.72836402535313
aftus54m,9.30061100347005e-50,-112.89917455240332
myade495,5.196726698923979e-52,-118.08639588928548
advul4ki,1.7257013787537942e-53,-121.49137636446
amnv8fdi,5.8715740707145696e-46,-104.14879152468598
adns8mv9,2.438147696406486e-45,-102.72509057453726
mensial,4.358720675522378e-37,-83.72346984952104
rindv1lf,3.658481877700201e-33,-74.68825979495197
eftaxrv9u,3.201733301180823e-54,-123.17590270189677
adeuikl5f,1.6805258435998706e-57,-130.7282435540776
ahisnzl,5.511875432166127e-32,-71.97581804174278
antsuklx,1.6645521678817325e-33,-75.47575194978874
an5isumrx,3.26239187732923e-53,-120.8545492976333
dvilw45,1.1569915180677605e-38,-87.35241041655902
mindfuql,4.504913947152074e-32,-72.17755418656266
avn51erd,5.761988458739066e-47,-106.47021673705547
medfruxka,2.6352417068881786e-45,-102.64735427757628
alfibenvx,4.70314047649948e-47,-106.67326889865208
apiervnum,1.195744271268575e-52,-119.55565602303425
aetuvi8k1z,2.44645581632964e-67,-153.3785608589682
myhnf54da,9.258219288738839e-46,-103.6934025489924
alep5in16,1.2570476872473032e-67,-154.04443536436386
admilrenu,1.8513153005765135e-56,-128.3288688479135
cline8j4,2.4956732614048304e-48,-109.60952592666169
admivn4xt9,7.247218118805778e-58,-131.56931770617365
albenif,4.80050795059373e-42,-95.13985217039458
afneiu4,4.9049973500648575e-53,-120.44675537591905
nmatifvxd,5.128545027638287e-41,-92.77116681414446
aidp285u,6.166641426161076e-61,-138.63853632228395
ad59izuv,6.627719461692091e-56,-127.05350443523639
ailykw,2.7226834707431916e-32,-72.68110501171584
aldenfmx,2.6798536892176392e-36,-81.90730114832867
antierxvm,4.5953956487962135e-45,-102.09127432843177
ehamiln,1.8665086987481599e-41,-93.78191913293446
arliewmnx,1.3275856946434746e-46,-105.63555225227188
afvimnx4,6.197672446601504e-48,-108.69991065398628
aelinvmp,6.553126564410085e-42,-94.82863163191446
aihenld8,5.835452621528005e-50,-113.36530281687311
apviux5mf,6.410758577910687e-55,-124.78420250785412
adisrn4,1.2983263885452294e-43,-98.75008295710606
afluweni,1.987914294698682e-52,-119.04733883970388
adheifxn,1.9873749338694477e-42,-96.02175926653851
adneurl4if9,1.1938367027014408e-71,-163.30636936186667
advunxi854e,6.986267068599889e-76,-173.0525206927782
tofaienl,4.635976938533939e-46,-104.38506732669282
the4iuf,6.81404690670513e-42,-94.78958770266264
gifmn8vr,2.743049294764678e-35,-79.58140807188398
apli51x,2.0734376435575308e-45,-102.88712125751708
andev4m,1.6321656376138932e-40,-91.61349597473408
elpfitwav1,8.401211299475846e-57,-129.11897440288894
dpienar,3.123668956444858e-39,-88.66181036825269
mfzinek9ax,3.5177536010744485e-55,-125.38435751029995
fdmp4url,2.222814279013806e-31,-70.58136379652642
alenw4qfvi,1.997144513174165e-59,-135.16080206969846
abdirnf,1.7379761608290543e-33,-75.43258675849336
agend5k9,3.5090299616331144e-52,-118.47908520061532
aveniru,2.4713104204928327e-51,-116.52709119812769
arbelvmdn4,4.188631946404993e-50,-113.69688047352037
epitaxrmnl,6.405969577353138e-50,-113.2720243476129
envia985,4.7982167362332884e-60,-136.58686124404178
ramindlq,9.226157719714953e-33,-73.76326538867906
abneum5,8.129449507564381e-50,-113.03376143968177
adenfruk841,1.262396660525116e-70,-160.94794448381538
apnuxrd1i,5.820442580984622e-55,-124.88080381097771
adrinumv,4.0582446890990927e-45,-102.21557864719185
avfin54,1.6493761790490333e-50,-114.62885750658114
apmiw9un5,1.3505416003007386e-61,-140.15718497523184
adinmlkr,1.710474328992668e-35,-80.05370753736541
anwivum5,9.79794817926741e-53,-119.75483693439125
fitsavexkuz,5.5599001030652075e-55,-124.92659997364603
agv5lkxif,2.3744167704638783e-50,-114.26450281270401
podeinfr,3.9111849617963394e-39,-88.43697823940074
aifevm4lq,5.172920280287294e-52,-118.09098745551898
arcfiuj4,3.9947462095266607e-50,-113.74427459952909
armenuxf,2.0725329562169888e-45,-102.88755767515832
abelx1nq,9.83654358277662e-45,-101.33022479728776
adnpium49,1.8950484074239031e-59,-135.21327610362584
pyeniflra1g,6.842986585395663e-54,-122.4163707500497
amne541u,3.979970285684315e-61,-139.07641631927677
ponifz8ar,2.52070262930661e-52,-118.80988715187702
anmsv5ride,1.5565697181478473e-58,-133.10745089214382
age8lbv,4.266395459859535e-40,-90.65263440362007
dfpv8nax,7.450401848296477e-38,-85.48996556346829
dgrivmex,2.8156479596145193e-35,-79.55528583865218
admvi5un,7.426351854985432e-48,-108.51904972758629
afixm94ven,5.237256798635177e-62,-141.10447791608883
batsinredk,3.883805667737668e-46,-104.56209876260189
alifeu9knr5,7.735701981588229e-72,-163.74028046174195
amzudxnlf,1.0839584514782075e-38,-87.4176139603855
arvcend,2.2935651423096152e-33,-75.15520063113908
abilumn4nx,8.557879283826859e-58,-131.4030829814119
reifl4mtzn,1.4681582426115687e-44,-100.92973537266059
adrumv54nft,2.2072753983122423e-55,-125.8504212111718
arexb5l,6.392460694468055e-43,-97.15603971927453
anbie4u5,4.1182232730366086e-60,-136.7396837537025
praeilnz9,1.2728294140905373e-47,-107.98025706319515
agem14kl,1.3962522946918106e-48,-110.19029274884655
abiynfl,5.0118555519995455e-33,-74.37350185261606
genmi5ux4a,6.605226231649404e-67,-152.38534004163887
atmnevd5,1.0203875402060606e-45,-103.59614668821683
evtiba5ldx,2.7534466163590037e-55,-125.62932667269807
afb5xl8q,1.9258807350029757e-45,-102.96094579694794
albueim4,1.3660411967359385e-56,-128.63284828830805
apremiv4nd,1.695360063172411e-53,-121.50911478376096
athenmivf,3.7273939201353895e-48,-109.20837515517859
tinu2f1lm,1.230481791699533e-50,-114.92184885644387
amendx5uk,2.114394400620661e-52,-118.98565639959789
ahelmuq4,1.0091431605743481e-52,-119.72532322076168
pimatrxunv,1.6044216488932245e-46,-105.4461509294521
artuniwmved,1.3579223724285622e-60,-137.84914971530023
ailyn48q9,2.6476088853034465e-60,-137.18144865440166
alfbe4in9,6.541930726566393e-60,-136.2768732396125
df15un8,2.6978000553723112e-45,-102.62389253815363
brf5n4um,4.452959308701049e-39,-88.30724973842167
afruiex,2.9725537515219575e-45,-102.52690775237853
cnadev4ki,7.30952257277019e-54,-122.35041706157222
andwvqfz,5.226390001319991e-30,-67.42383199838916
72gdimzfxn,1.4099714452037844e-47,-107.87792991816366
adnemkvf,2.7411225901103327e-39,-88.79245108585391
craviwxfl,5.166691795018143e-37,-83.55341584198253
amnel5fku9,6.279610962873496e-65,-147.83072301463878
apielkr,1.0415550338047935e-38,-87.45751871254373
aefunik1m,1.8164112544559615e-60,-137.5582428633974
dribnuf4z,8.442495035956521e-44,-99.18046620644324
apinbu9fre,4.202715325452671e-62,-141.32454494317636
adneftl,6.348142623007983e-33,-74.13714579899917
aftienu8x,1.759527928646958e-58,-132.98488984294232
anfiz4r5k,6.012431297165011e-54,-122.54576581297881
alte1r4kn,1.407591363404179e-51,-117.08995975193885
armide8lv1,1.164023065751869e-62,-142.6083936005799
frndau4,1.8866907989044775e-34,-77.6530687673936
adis8lm,6.278774174923365e-42,-94.87139913939875
cvernima1x,1.3286394124649321e-53,-121.75285450821717
kva41n,1.6625342469180502e-33,-75.47696497581785
blanif,1.0693600426088236e-29,-66.70790731830108
aminu1e4,4.1894424059835013e-63,-143.6302932108773
avidcleb4,1.4926953761089873e-54,-123.93901155869554
anzesiuf8d,7.467467902091111e-61,-138.44713469988525
agicruex,1.3894394590534347e-49,-112.49776915776762
andur5xtz,2.096013071312442e-44,-100.57370708898547
arielkmn,1.0581200040967008e-41,-94.34949506032973
advplnex,6.946152920497555e-38,-85.56004556407404
apilrunx,4.0928159085391393e-45,-102.20709596537985
afriumkn,9.110431106139464e-41,-92.19656878030516
aiencb4mr7,8.660456859473066e-62,-140.60150828931253
antiv5l9f4,2.0534884947823727e-64,-146.64590589995578
anevru1l,5.596275489772132e-50,-113.40715336434451
athfivru,4.231292311756839e-47,-106.77899191326733
ap1ui8ev,3.0350659493420458e-59,-134.74228733277133
anivrk4u,8.151597743923691e-51,-115.3336257924581
antlif5um,1.488472054867544e-50,-114.7315045224273
andlumivk,1.3620388752022044e-45,-103.30734643467918
gymn4klf,1.5450734515619411e-27,-61.734726060155545
altvrf8m,5.829356434066035e-36,-81.13015674218444
gleinv94,3.0850506880387154e-46,-104.79234619002116
adeuxlvn5m,3.0688147442188487e-55,-125.52088870442192
